InvoiceNo,CustomerID,StockCode,Quantity,UnitPrice,InvoiceDate
964661,10006,B200,1,50.05,2023-07-08
837334,10130,F600,7,70.91,2023-01-02
982554,10201,B200,8,135.95,2023-08-04
960894,10076,F600,5,48.58,2023-10-15
252353,10014,F600,5,44.48,2023-02-03
803814,10055,B200,17,26.12,2023-12-10
850046,10134,F600,5,97.5,2023-06-30
111350,10105,C300,12,93.57,2023-08-07
130257,10127,C300,7,75.81,2023-08-21
139553,10227,B200,9,73.31,2023-08-04
188422,10090,D400,13,103.91,2023-08-08
222744,10235,A100,3,40.21,2023-12-15
338038,10013,B200,10,146.8,2023-05-09
296733,10226,G700,7,32.04,2023-06-28
927424,10070,C300,11,94.04,2023-11-21
816825,10167,F600,10,138.59,2023-03-10
333612,10205,C300,17,77.53,2023-11-12
475713,10025,G700,15,73.17,2023-02-15
911032,10205,C300,6,110.71,2023-04-24
126128,10133,A100,14,38.61,2023-01-24
161842,10078,D400,11,56.84,2023-09-05
232503,10093,A100,7,57.49,2023-12-20
195462,10042,E500,11,149.61,2023-07-08
666074,10052,E500,5,17.74,2023-05-23
155609,10218,F600,5,75.78,2023-08-30
472339,10077,A100,6,72.38,2023-01-02
891267,10067,C300,4,24.7,2023-01-07
146850,10105,D400,1,23.04,2023-06-19
434618,10245,F600,12,52.06,2023-09-02
320184,10142,B200,15,55.02,2023-10-17
119169,10239,G700,8,4.69,2023-10-07
431612,10245,F600,17,60.81,2023-12-25
538661,10104,A100,17,64.4,2023-08-29
792289,10013,C300,1,138.0,2023-05-28
880962,10175,C300,15,61.32,2023-12-23
807062,10046,E500,1,44.44,2023-06-05
578446,10132,A100,17,64.25,2023-06-08
509337,10105,C300,15,13.88,2023-08-11
351051,10047,F600,14,84.7,2023-08-13
460444,10106,E500,16,29.77,2023-10-01
867344,10158,G700,19,108.51,2023-12-10
710269,10230,C300,10,11.74,2023-12-27
225341,10029,A100,14,35.74,2023-11-17
475037,10098,C300,8,97.24,2023-09-04
497650,10073,B200,18,63.56,2023-06-26
624628,10153,F600,8,133.61,2023-12-11
170119,10163,C300,9,49.01,2023-10-27
222035,10062,C300,15,29.63,2023-06-29
880498,10009,G700,4,62.06,2023-02-01
808140,10245,D400,15,5.65,2023-04-15
930948,10163,F600,6,93.46,2023-11-28
624624,10062,B200,6,68.24,2023-07-22
169274,10053,A100,19,139.08,2023-05-01
639439,10173,A100,7,130.52,2023-03-22
391126,10109,A100,13,48.21,2023-11-04
302210,10121,B200,19,70.35,2023-04-15
561079,10114,C300,7,20.35,2023-03-23
200689,10226,D400,2,37.65,2023-11-21
890666,10066,C300,8,96.83,2023-08-16
422959,10210,D400,17,98.07,2023-11-23
631633,10008,A100,18,44.79,2023-04-14
999083,10213,E500,3,73.65,2023-01-03
181816,10032,F600,18,121.41,2023-09-26
367926,10023,F600,15,96.71,2023-05-26
607656,10033,B200,2,49.91,2023-03-07
602648,10091,G700,11,116.82,2023-01-19
723607,10050,F600,10,43.5,2023-02-26
119675,10183,B200,3,6.02,2023-06-16
757162,10126,C300,11,35.53,2023-07-12
391077,10233,C300,6,134.67,2023-08-12
601157,10026,D400,11,128.23,2023-04-09
228148,10107,E500,7,120.73,2023-12-29
568731,10198,A100,9,147.61,2023-10-24
162551,10087,A100,16,110.19,2023-08-14
935655,10027,G700,14,32.08,2023-03-06
745275,10240,E500,16,121.33,2023-03-25
791967,10171,E500,9,58.4,2023-02-13
317070,10080,A100,17,87.65,2023-01-11
389227,10152,A100,14,19.41,2023-05-12
672843,10221,G700,14,53.03,2023-07-12
166197,10033,D400,16,15.19,2023-07-20
205315,10021,A100,6,50.09,2023-06-16
190140,10006,D400,11,124.0,2023-10-06
915331,10213,A100,10,50.68,2023-10-15
683417,10210,C300,14,48.81,2023-02-15
550043,10239,E500,8,72.68,2023-04-12
573006,10002,C300,19,45.54,2023-08-27
913629,10164,A100,1,82.98,2023-03-27
483152,10138,E500,16,143.69,2023-11-03
861401,10023,C300,11,130.94,2023-09-11
355083,10209,G700,8,117.68,2023-07-22
652433,10023,D400,5,145.76,2023-11-21
107967,10157,D400,6,128.82,2023-01-23
220674,10177,D400,1,75.85,2023-01-02
361486,10160,F600,16,148.98,2023-07-10
277164,10091,G700,1,138.77,2023-03-29
277900,10055,G700,8,20.06,2023-07-08
851331,10190,F600,16,28.34,2023-08-19
286626,10027,B200,14,41.84,2023-07-01
178840,10048,E500,19,45.97,2023-12-07
544709,10047,F600,6,145.59,2023-11-18
250159,10008,B200,6,63.66,2023-01-27
644392,10207,E500,8,149.89,2023-12-25
623260,10019,D400,16,65.06,2023-07-02
993041,10044,E500,1,23.65,2023-01-13
635426,10140,E500,18,112.27,2023-03-20
264899,10103,A100,14,116.54,2023-03-05
134518,10244,A100,14,58.29,2023-04-14
841040,10041,C300,17,30.9,2023-05-20
857582,10065,F600,3,13.04,2023-08-25
324970,10144,B200,18,113.62,2023-01-04
520539,10156,C300,2,14.34,2023-03-09
722117,10007,B200,2,60.85,2023-04-05
474169,10095,B200,18,59.68,2023-11-23
211032,10091,G700,15,133.68,2023-05-07
118070,10048,G700,15,69.82,2023-10-27
601108,10033,C300,16,100.11,2023-11-14
141505,10209,F600,1,145.79,2023-12-05
582376,10040,G700,3,49.94,2023-01-18
430929,10129,B200,10,7.59,2023-06-15
552776,10237,D400,7,117.93,2023-12-21
850774,10049,E500,13,7.55,2023-09-28
412916,10227,F600,13,98.33,2023-01-14
397016,10211,F600,7,59.16,2023-09-02
611937,10069,D400,4,122.77,2023-03-01
622552,10243,C300,4,53.32,2023-09-08
955783,10162,E500,17,23.68,2023-03-05
484193,10190,D400,2,73.17,2023-02-12
507505,10124,D400,9,45.23,2023-10-05
299316,10183,F600,13,22.14,2023-07-18
526583,10100,G700,13,2.31,2023-10-17
959625,10099,G700,11,139.04,2023-11-11
617923,10209,A100,16,23.44,2023-09-18
627608,10043,F600,10,131.3,2023-06-30
935700,10189,C300,15,87.41,2023-03-06
440676,10109,E500,6,13.61,2023-09-01
719955,10171,E500,10,100.14,2023-10-13
673722,10020,A100,16,43.74,2023-08-22
186795,10205,B200,5,77.3,2023-10-30
155739,10146,F600,14,38.25,2023-06-23
786736,10038,C300,8,19.34,2023-12-25
668926,10058,B200,9,37.19,2023-09-16
140149,10037,D400,13,98.82,2023-03-05
806972,10240,B200,16,129.99,2023-02-25
523327,10136,B200,9,94.55,2023-05-28
250168,10214,B200,7,78.76,2023-10-13
681793,10190,D400,10,12.36,2023-12-26
425437,10099,D400,17,141.02,2023-01-07
706752,10139,D400,8,18.68,2023-08-01
513461,10067,G700,3,55.48,2023-01-02
203535,10196,G700,6,90.8,2023-06-02
978135,10054,D400,13,139.15,2023-09-22
384996,10194,B200,5,118.24,2023-06-06
469673,10033,F600,15,87.43,2023-04-30
707564,10222,E500,4,99.6,2023-05-26
576072,10047,E500,8,123.31,2023-10-03
269439,10071,A100,10,33.79,2023-07-21
762727,10136,D400,12,1.89,2023-09-22
385810,10145,F600,13,142.77,2023-04-25
419972,10150,A100,5,135.02,2023-02-06
355821,10185,G700,14,129.26,2023-03-20
159871,10137,C300,6,144.85,2023-04-21
938489,10020,A100,3,49.08,2023-06-14
715863,10048,D400,16,83.92,2023-06-18
357218,10247,C300,16,6.01,2023-12-23
707274,10131,B200,19,8.69,2023-02-02
290246,10169,B200,1,95.05,2023-06-15
248510,10156,G700,18,60.72,2023-12-13
588067,10083,D400,17,20.4,2023-10-29
239789,10113,G700,2,26.59,2023-07-06
614723,10146,F600,9,127.4,2023-12-28
867214,10001,A100,16,110.55,2023-02-11
515515,10232,D400,17,19.65,2023-05-04
819064,10210,D400,12,80.87,2023-02-06
287450,10214,D400,13,44.09,2023-10-02
972388,10027,C300,7,98.2,2023-12-19
301202,10117,A100,6,4.83,2023-07-01
643625,10133,B200,4,94.87,2023-11-29
537480,10074,F600,16,111.09,2023-05-09
476826,10110,B200,17,131.74,2023-01-15
418953,10177,B200,7,148.11,2023-01-19
514380,10218,F600,8,56.74,2023-12-15
418488,10199,C300,18,7.82,2023-03-08
129336,10119,D400,19,64.34,2023-01-11
440687,10018,B200,10,16.11,2023-06-30
251175,10233,G700,18,44.25,2023-09-06
845219,10094,F600,5,71.49,2023-02-14
142229,10081,F600,13,143.69,2023-03-23
314532,10123,F600,3,104.87,2023-08-05
365798,10095,D400,1,140.31,2023-08-07
886713,10010,E500,4,124.14,2023-11-30
358930,10139,A100,19,75.92,2023-06-26
298303,10136,B200,10,10.66,2023-04-04
673091,10019,D400,9,63.36,2023-01-25
981809,10086,A100,15,94.94,2023-10-22
979381,10144,F600,11,126.48,2023-04-21
399488,10223,A100,1,39.53,2023-09-28
372158,10158,D400,15,138.75,2023-11-25
412229,10041,C300,5,137.47,2023-01-24
222402,10002,E500,1,15.73,2023-04-02
134084,10052,A100,8,19.96,2023-07-30
425329,10246,E500,6,103.59,2023-01-05
491775,10092,E500,1,140.65,2023-09-08
557820,10147,G700,1,122.52,2023-09-17
346732,10211,C300,14,27.78,2023-07-16
456386,10009,A100,7,129.69,2023-05-24
603516,10226,C300,12,34.47,2023-09-28
956841,10100,D400,9,126.35,2023-11-22
289937,10176,F600,13,74.08,2023-09-17
276076,10112,B200,7,144.69,2023-12-17
523350,10225,F600,4,54.1,2023-02-15
262421,10020,A100,3,107.46,2023-05-25
451005,10117,G700,10,38.82,2023-07-15
485693,10096,A100,13,104.73,2023-07-18
585450,10235,D400,19,77.58,2023-01-08
967591,10015,D400,17,101.93,2023-09-05
149812,10180,A100,13,44.64,2023-04-14
416076,10241,B200,11,30.0,2023-07-10
844748,10148,C300,3,131.36,2023-01-20
398090,10163,C300,17,115.77,2023-12-15
846716,10213,D400,7,110.85,2023-12-16
649999,10157,A100,18,104.48,2023-11-25
305157,10192,D400,3,33.41,2023-07-21
300339,10091,D400,2,92.86,2023-09-12
863711,10037,B200,7,133.62,2023-08-19
573620,10020,G700,7,120.13,2023-08-29
486154,10154,G700,18,101.58,2023-06-01
847410,10061,E500,19,59.36,2023-03-25
643898,10108,C300,8,124.64,2023-09-30
796683,10186,C300,11,15.29,2023-07-05
301152,10180,A100,9,112.44,2023-02-20
120836,10037,G700,13,51.4,2023-05-02
530789,10059,A100,4,53.51,2023-02-19
133635,10166,G700,14,103.45,2023-10-07
848736,10076,F600,14,97.02,2023-04-23
841063,10047,B200,13,74.78,2023-03-21
845182,10160,F600,3,39.18,2023-10-26
258285,10073,C300,15,41.35,2023-06-19
519972,10006,C300,12,51.17,2023-11-27
264726,10052,G700,6,34.82,2023-02-10
930460,10199,A100,18,65.48,2023-05-13
258272,10211,G700,9,102.06,2023-12-07
124363,10055,B200,2,79.91,2023-02-21
386479,10081,B200,2,93.8,2023-11-03
482865,10185,C300,5,86.96,2023-08-09
490992,10024,D400,3,14.56,2023-10-15
265159,10045,E500,17,139.97,2023-01-07
819701,10061,D400,16,5.54,2023-06-02
452680,10148,D400,6,36.99,2023-07-14
707745,10188,A100,16,128.81,2023-08-21
802922,10095,G700,16,136.52,2023-09-26
588011,10064,B200,7,15.76,2023-11-06
213034,10204,G700,8,28.74,2023-06-19
733718,10179,D400,10,4.04,2023-04-08
369355,10075,F600,11,35.36,2023-07-20
786311,10174,F600,16,26.67,2023-03-30
823858,10196,D400,18,44.88,2023-11-09
950100,10132,A100,1,149.29,2023-01-04
967854,10125,B200,8,128.55,2023-03-14
963561,10244,D400,7,118.16,2023-04-25
382229,10247,F600,14,52.98,2023-07-26
230356,10220,G700,5,120.58,2023-09-27
362318,10218,F600,14,135.73,2023-04-16
964645,10133,A100,19,136.44,2023-05-13
554605,10215,C300,19,47.57,2023-04-10
643385,10076,C300,3,105.69,2023-12-16
812793,10219,E500,18,12.72,2023-08-03
191911,10112,A100,14,94.28,2023-11-18
848692,10244,D400,5,106.83,2023-01-15
755538,10012,A100,6,38.03,2023-10-04
208721,10037,C300,8,84.44,2023-07-05
758441,10238,D400,1,44.75,2023-02-09
844265,10167,A100,17,79.43,2023-03-15
303196,10063,E500,17,22.47,2023-01-11
657243,10014,C300,5,81.39,2023-09-19
350231,10185,F600,13,146.72,2023-04-01
785933,10149,G700,15,7.53,2023-08-19
703986,10146,B200,14,116.45,2023-04-28
333782,10109,G700,2,73.64,2023-05-12
507137,10109,B200,16,53.61,2023-01-01
319526,10079,A100,4,23.12,2023-09-30
950867,10036,F600,1,12.49,2023-05-16
623886,10216,B200,13,36.19,2023-01-16
851287,10033,D400,18,45.21,2023-10-19
417336,10204,D400,1,65.65,2023-08-13
712956,10156,C300,19,75.51,2023-01-26
941531,10068,F600,5,60.12,2023-03-04
734379,10014,G700,1,14.48,2023-09-08
653214,10236,E500,18,125.45,2023-12-26
321095,10145,E500,18,30.18,2023-07-17
426459,10168,D400,4,77.92,2023-08-13
971206,10244,F600,8,68.08,2023-08-16
937393,10220,D400,2,90.13,2023-07-03
248757,10203,G700,13,2.34,2023-08-06
242157,10055,G700,4,148.5,2023-06-11
669667,10070,G700,12,48.8,2023-08-06
721781,10002,F600,12,127.75,2023-06-13
895326,10121,A100,15,18.81,2023-07-16
396124,10063,D400,5,86.03,2023-01-27
653044,10170,B200,12,96.42,2023-03-23
838464,10062,F600,17,120.96,2023-07-27
632295,10022,B200,15,71.26,2023-07-09
473216,10059,B200,7,70.86,2023-01-26
456600,10148,D400,10,79.77,2023-10-07
488612,10181,B200,18,26.34,2023-03-22
336584,10110,A100,17,81.47,2023-03-11
100404,10103,F600,14,125.53,2023-03-16
653453,10127,G700,19,107.98,2023-10-25
356323,10088,B200,17,132.2,2023-10-12
219176,10073,F600,18,72.12,2023-04-12
819979,10050,E500,7,118.54,2023-03-18
890645,10069,C300,13,38.51,2023-12-05
136187,10066,A100,14,126.77,2023-11-05
686549,10047,E500,16,145.05,2023-10-28
382140,10007,C300,3,35.1,2023-03-10
384154,10067,B200,2,22.77,2023-10-25
619777,10187,D400,17,84.47,2023-11-11
435299,10211,F600,13,79.24,2023-03-11
393894,10055,F600,11,113.05,2023-10-17
702772,10111,G700,13,133.58,2023-07-04
989855,10142,B200,11,17.01,2023-11-21
892038,10192,E500,16,140.89,2023-09-12
247309,10185,G700,14,129.14,2023-08-15
587030,10035,F600,9,23.11,2023-03-15
946822,10091,D400,19,44.71,2023-10-07
519139,10154,A100,2,52.88,2023-10-05
101062,10132,E500,2,30.1,2023-04-11
198970,10181,C300,15,102.55,2023-09-08
314835,10105,A100,19,140.37,2023-06-08
800780,10126,A100,2,22.41,2023-05-25
288490,10243,F600,17,51.89,2023-02-27
235327,10222,F600,7,25.45,2023-08-09
995596,10195,G700,17,132.35,2023-05-09
525468,10058,G700,6,27.5,2023-07-19
417953,10077,F600,10,46.09,2023-02-22
447823,10028,B200,16,91.69,2023-07-21
723729,10235,D400,12,8.05,2023-05-21
611081,10237,D400,12,137.72,2023-04-20
544503,10029,D400,18,62.11,2023-02-18
691202,10097,E500,6,123.09,2023-01-20
405063,10007,C300,9,34.93,2023-11-07
631821,10125,C300,14,86.68,2023-11-22
892058,10131,B200,4,81.44,2023-11-08
994468,10115,A100,11,116.39,2023-07-24
310047,10002,C300,7,1.51,2023-09-22
203844,10123,C300,13,10.4,2023-05-02
810979,10184,B200,7,98.03,2023-10-06
301682,10219,C300,10,123.71,2023-08-16
900812,10172,F600,9,3.35,2023-11-06
640022,10219,D400,16,7.92,2023-07-17
109540,10091,F600,6,128.16,2023-05-10
103174,10107,F600,16,49.61,2023-05-08
246106,10169,D400,1,19.2,2023-11-10
835226,10175,E500,1,140.45,2023-11-28
645210,10182,F600,3,50.19,2023-12-30
453699,10243,C300,18,120.53,2023-07-18
879128,10124,D400,7,140.83,2023-11-15
314020,10145,G700,18,71.68,2023-03-22
642335,10185,F600,11,15.62,2023-02-25
602264,10099,G700,11,148.24,2023-12-24
401994,10111,C300,9,51.29,2023-02-10
320462,10238,F600,8,54.26,2023-11-07
671139,10042,B200,4,124.36,2023-03-11
389385,10065,E500,17,39.77,2023-10-27
947644,10117,D400,11,63.02,2023-08-02
208872,10181,G700,16,15.54,2023-01-05
894953,10211,C300,4,117.65,2023-01-21
518647,10164,G700,15,134.43,2023-09-04
371223,10187,D400,17,30.22,2023-02-12
913592,10038,E500,10,38.01,2023-07-06
928411,10143,C300,7,120.53,2023-11-03
601110,10117,F600,1,71.11,2023-12-29
700309,10072,A100,13,122.36,2023-01-22
704489,10133,F600,19,4.53,2023-03-05
368787,10060,F600,13,20.38,2023-12-01
801979,10201,F600,13,54.36,2023-09-16
451300,10164,D400,8,83.72,2023-12-28
213613,10079,E500,14,54.62,2023-11-25
886708,10137,G700,10,45.0,2023-02-19
708713,10161,F600,12,68.18,2023-09-10
913081,10150,G700,12,10.69,2023-07-26
531722,10144,F600,14,137.85,2023-09-24
782405,10068,G700,15,134.95,2023-02-27
103696,10149,B200,8,138.02,2023-08-01
166203,10115,F600,17,7.28,2023-01-14
259132,10093,G700,5,128.42,2023-07-15
217769,10200,F600,4,76.33,2023-01-05
383780,10124,B200,16,36.74,2023-07-11
938574,10115,F600,18,31.1,2023-11-13
325160,10072,B200,7,23.7,2023-05-31
128477,10201,B200,5,10.75,2023-03-14
468266,10064,B200,17,53.38,2023-02-25
825495,10157,F600,13,66.99,2023-12-16
649639,10135,E500,2,128.56,2023-12-24
959414,10042,G700,4,24.8,2023-07-18
647473,10226,C300,1,79.23,2023-03-02
278986,10037,C300,4,78.09,2023-12-18
919973,10164,F600,15,20.55,2023-10-11
292971,10119,F600,3,28.72,2023-09-18
718992,10230,G700,15,149.18,2023-12-08
191229,10070,B200,3,50.41,2023-11-22
950538,10160,A100,16,29.32,2023-06-12
665894,10203,C300,4,69.26,2023-03-18
130447,10247,A100,16,54.36,2023-04-15
145256,10125,F600,4,12.18,2023-12-24
716036,10240,A100,6,68.46,2023-04-24
103317,10005,C300,16,89.61,2023-07-16
591638,10184,C300,10,69.16,2023-11-21
400709,10148,A100,15,75.6,2023-10-17
524190,10003,G700,10,106.99,2023-02-24
732405,10038,E500,13,58.27,2023-05-13
405062,10006,A100,18,77.87,2023-02-20
507085,10047,B200,8,41.49,2023-03-19
600201,10000,F600,10,98.3,2023-08-28
172684,10109,F600,1,37.34,2023-12-31
576467,10204,B200,8,131.61,2023-10-14
601643,10072,F600,6,109.97,2023-04-07
322633,10122,G700,12,4.68,2023-02-04
961465,10137,C300,10,7.43,2023-06-10
720399,10167,C300,12,86.74,2023-01-13
102187,10046,D400,13,1.79,2023-02-17
300173,10238,B200,11,78.97,2023-11-26
599046,10102,A100,5,79.85,2023-11-26
111984,10041,G700,13,9.99,2023-09-30
502400,10190,A100,6,35.64,2023-12-16
444710,10115,G700,12,40.03,2023-07-20
844199,10199,D400,5,78.47,2023-05-29
582238,10005,F600,8,87.83,2023-06-01
713375,10244,E500,5,104.8,2023-02-25
165725,10056,C300,2,85.17,2023-11-13
987935,10129,D400,9,140.66,2023-03-27
732543,10031,C300,8,8.85,2023-06-24
128365,10217,C300,17,76.24,2023-01-18
257462,10099,D400,11,42.5,2023-02-28
306724,10199,A100,13,98.99,2023-07-09
283675,10087,B200,12,77.92,2023-12-02
129345,10138,A100,12,124.3,2023-10-21
336545,10008,E500,11,26.92,2023-09-21
654970,10032,E500,2,11.15,2023-08-22
388316,10100,F600,9,6.85,2023-02-13
966304,10197,C300,3,121.34,2023-03-24
622154,10087,A100,8,61.26,2023-05-10
349690,10148,C300,13,72.75,2023-02-24
923759,10126,F600,17,27.37,2023-08-26
592402,10047,B200,14,11.54,2023-04-09
537585,10128,G700,12,62.42,2023-10-12
730235,10216,B200,9,139.27,2023-07-04
616771,10183,D400,5,15.06,2023-11-09
326905,10077,F600,4,29.19,2023-10-12
869217,10220,F600,6,28.7,2023-11-14
326156,10220,A100,7,81.56,2023-05-01
181972,10106,A100,16,51.81,2023-07-28
443715,10018,B200,4,105.26,2023-07-22
166912,10099,E500,16,118.22,2023-12-23
664396,10126,C300,16,29.3,2023-10-20
243704,10049,G700,8,123.14,2023-06-03
845385,10096,B200,4,57.18,2023-06-20
587602,10088,E500,7,83.7,2023-10-22
858826,10171,B200,7,66.52,2023-05-19
231932,10140,A100,12,4.13,2023-08-16
657685,10099,B200,11,7.83,2023-07-03
350072,10148,G700,12,120.94,2023-05-22
437054,10042,F600,8,87.84,2023-05-20
873815,10098,F600,19,82.98,2023-04-12
440912,10195,B200,17,16.6,2023-07-31
650233,10227,B200,3,32.77,2023-07-26
797789,10218,A100,1,57.03,2023-09-06
896790,10174,B200,10,121.18,2023-12-06
820857,10237,A100,18,28.54,2023-11-15
319631,10101,C300,9,40.67,2023-11-06
719745,10094,A100,7,120.71,2023-05-12
219975,10093,E500,10,17.76,2023-06-28
189780,10157,D400,10,33.8,2023-12-03
686712,10088,C300,14,138.34,2023-10-29
913348,10119,A100,12,125.0,2023-06-22
643692,10093,C300,8,135.64,2023-06-06
808092,10228,D400,3,148.65,2023-01-17
766923,10108,G700,13,83.66,2023-02-18
102159,10200,G700,3,135.31,2023-06-01
408360,10241,C300,10,70.66,2023-04-16
600741,10085,E500,3,3.05,2023-03-04
976336,10070,E500,9,40.97,2023-03-23
752468,10149,D400,16,99.95,2023-05-04
968220,10165,C300,7,82.47,2023-02-19
481032,10247,A100,18,129.34,2023-11-22
143925,10112,F600,8,86.81,2023-09-21
762784,10098,F600,13,95.75,2023-05-08
143461,10222,G700,13,101.74,2023-05-07
957303,10051,G700,1,41.06,2023-12-06
381075,10155,B200,9,142.95,2023-08-22
488333,10153,D400,1,131.04,2023-06-07
863529,10143,E500,1,51.83,2023-03-15
857666,10248,C300,2,15.32,2023-03-25
128202,10025,C300,1,5.62,2023-11-16
395064,10227,F600,13,131.03,2023-04-02
277826,10057,D400,10,130.21,2023-01-21
378710,10086,G700,9,123.07,2023-01-07
948464,10044,E500,1,82.05,2023-01-03
154362,10070,G700,6,15.19,2023-05-30
701160,10158,A100,16,33.01,2023-11-26
195028,10169,F600,2,66.96,2023-03-09
973030,10212,A100,1,26.88,2023-11-14
156116,10034,F600,7,68.23,2023-10-21
734044,10105,A100,19,17.93,2023-09-14
792894,10209,F600,13,109.65,2023-06-03
641013,10187,B200,7,90.7,2023-01-27
486791,10209,B200,16,111.12,2023-08-28
288487,10049,E500,16,43.15,2023-05-28
269357,10021,E500,1,35.23,2023-04-14
993182,10230,A100,10,47.74,2023-03-15
904462,10200,B200,9,90.55,2023-08-03
584607,10107,F600,10,48.73,2023-04-12
536670,10237,E500,16,110.21,2023-06-11
148320,10026,F600,3,3.38,2023-10-28
298763,10120,F600,17,103.28,2023-06-20
739896,10124,B200,4,28.26,2023-07-29
325281,10057,G700,5,36.7,2023-07-02
956035,10226,G700,17,112.35,2023-05-28
839574,10235,A100,3,22.44,2023-03-21
387667,10103,E500,15,49.59,2023-12-14
143585,10137,G700,12,64.64,2023-07-17
922827,10152,C300,12,1.53,2023-11-24
454388,10042,B200,15,90.32,2023-03-08
776999,10199,A100,13,137.11,2023-01-11
838924,10237,C300,3,17.6,2023-10-07
295784,10073,F600,9,115.65,2023-10-25
337199,10031,B200,3,66.87,2023-03-31
805937,10094,G700,4,14.48,2023-12-19
536542,10119,B200,3,10.45,2023-06-19
565065,10108,C300,2,103.81,2023-09-02
325391,10217,G700,12,25.0,2023-06-19
191658,10122,D400,19,3.56,2023-12-07
596762,10034,E500,12,146.51,2023-08-13
245406,10019,B200,5,59.24,2023-12-07
123559,10027,G700,19,95.26,2023-11-03
815339,10151,E500,19,16.54,2023-01-15
717762,10110,A100,11,15.66,2023-03-23
800336,10020,E500,12,72.58,2023-01-05
773217,10141,D400,6,114.32,2023-10-08
314283,10040,A100,16,77.05,2023-10-17
250158,10182,B200,10,85.46,2023-05-16
573196,10022,C300,7,132.15,2023-10-15
322084,10218,E500,15,137.61,2023-06-21
345144,10012,C300,4,86.06,2023-12-14
212255,10046,E500,7,65.53,2023-07-11
771314,10183,C300,11,78.27,2023-04-23
399888,10053,D400,12,45.49,2023-02-08
783970,10223,A100,15,138.04,2023-08-13
355719,10214,D400,2,11.52,2023-07-29
192268,10059,D400,12,138.67,2023-11-07
466645,10055,C300,11,43.0,2023-07-06
886635,10004,F600,19,137.3,2023-04-24
631111,10183,D400,2,124.85,2023-05-08
123525,10086,F600,12,89.14,2023-04-26
193808,10215,F600,17,85.15,2023-09-22
255063,10218,G700,7,137.49,2023-10-23
453299,10024,B200,18,48.87,2023-05-23
279767,10227,C300,17,23.39,2023-11-15
133324,10083,G700,11,71.64,2023-09-26
819449,10104,A100,16,111.07,2023-09-06
701661,10160,C300,2,109.44,2023-03-11
270863,10226,G700,15,126.57,2023-11-01
474484,10071,G700,7,22.88,2023-04-05
661165,10245,E500,13,42.83,2023-09-29
875158,10177,E500,12,92.08,2023-09-07
818316,10207,E500,2,93.49,2023-01-17
611897,10128,F600,17,130.8,2023-09-30
101515,10141,B200,17,113.23,2023-02-10
853790,10196,B200,8,103.62,2023-09-24
662332,10015,A100,5,139.6,2023-08-01
955012,10057,B200,11,104.76,2023-06-17
661693,10199,F600,14,51.33,2023-05-23
381787,10240,G700,10,115.83,2023-08-15
327897,10069,C300,7,78.64,2023-04-24
683043,10056,B200,19,21.46,2023-05-01
727083,10001,D400,17,91.08,2023-10-09
917203,10012,G700,14,34.67,2023-09-16
409732,10151,F600,18,85.99,2023-12-12
660219,10110,B200,14,101.43,2023-01-19
248702,10241,F600,8,51.43,2023-10-04
591818,10164,F600,2,92.4,2023-04-23
258477,10214,F600,5,22.51,2023-05-29
513532,10028,E500,19,28.05,2023-12-09
983811,10136,C300,7,135.7,2023-04-20
473513,10236,B200,2,142.19,2023-07-30
253837,10086,A100,12,60.43,2023-05-27
285639,10047,C300,15,126.06,2023-02-12
373586,10206,D400,6,7.35,2023-01-24
121172,10115,F600,10,70.6,2023-10-20
433936,10162,A100,5,106.51,2023-02-28
683510,10223,D400,3,125.06,2023-10-05
194018,10025,E500,7,86.09,2023-10-22
893897,10122,B200,12,45.36,2023-06-07
840829,10193,B200,12,3.56,2023-08-02
729112,10170,F600,5,76.12,2023-05-16
779530,10221,E500,1,149.82,2023-11-02
972391,10228,C300,13,75.13,2023-10-11
468582,10005,F600,13,28.81,2023-04-05
985155,10169,A100,16,46.71,2023-01-22
556843,10018,E500,7,13.9,2023-09-05
271829,10018,C300,14,62.27,2023-07-10
442962,10175,A100,16,80.68,2023-03-03
903446,10081,D400,11,16.77,2023-02-20
349200,10021,E500,2,52.48,2023-11-09
570192,10136,B200,12,104.26,2023-02-17
980179,10233,A100,8,110.47,2023-08-03
700600,10006,F600,16,99.09,2023-10-23
761450,10103,F600,4,94.18,2023-08-07
950937,10096,D400,6,121.5,2023-08-25
655710,10026,D400,8,123.95,2023-04-21
917166,10226,A100,19,140.49,2023-01-19
736308,10174,F600,2,16.99,2023-06-04
987291,10135,F600,16,64.62,2023-01-24
335659,10181,B200,16,92.1,2023-01-21
864265,10025,E500,9,40.76,2023-01-16
737300,10043,C300,11,112.62,2023-05-13
613953,10158,E500,7,148.53,2023-09-18
955474,10198,F600,16,88.36,2023-01-22
361439,10093,F600,12,133.57,2023-12-24
322542,10054,E500,18,49.03,2023-03-25
302416,10059,B200,4,47.88,2023-04-16
306903,10077,C300,10,146.9,2023-10-15
225659,10089,B200,12,87.08,2023-10-30
811423,10179,D400,12,79.43,2023-01-27
161602,10134,C300,4,66.7,2023-02-26
445783,10161,D400,19,143.01,2023-05-25
955876,10099,C300,11,57.5,2023-09-20
895701,10173,D400,11,47.96,2023-07-18
620985,10218,A100,18,88.96,2023-08-01
506140,10081,F600,3,84.37,2023-08-10
345198,10003,E500,18,120.86,2023-01-08
542296,10008,C300,10,95.84,2023-10-05
625754,10233,A100,10,28.11,2023-01-29
780667,10191,G700,5,84.48,2023-08-09
